data/input/intensity/fsm004.intensity.mgz,data/input/t2/fsm004.t2.mgz,data/input/pd/fsm004.pd.mgz,data/input/labels/fsm004.dc.labels.mgz
data/input/intensity/fsm004.intensity.mgz,data/input/t2/fsm004.t2.mgz,data/input/pd/fsm004.pd.mgz,data/input/labels/fsm004.jm.labels.mgz
data/input/intensity/fsm005.intensity.mgz,data/input/t2/fsm005.t2.mgz,data/input/pd/fsm005.pd.mgz,data/input/labels/fsm005.dc.labels.mgz
data/input/intensity/fsm005.intensity.mgz,data/input/t2/fsm005.t2.mgz,data/input/pd/fsm005.pd.mgz,data/input/labels/fsm005.jm.labels.mgz
data/input/intensity/fsm006.intensity.mgz,data/input/t2/fsm006.t2.mgz,data/input/pd/fsm006.pd.mgz,data/input/labels/fsm006.dc.labels.mgz
data/input/intensity/fsm006.intensity.mgz,data/input/t2/fsm006.t2.mgz,data/input/pd/fsm006.pd.mgz,data/input/labels/fsm006.jm.labels.mgz
data/input/intensity/fsm007.intensity.mgz,data/input/t2/fsm007.t2.mgz,data/input/pd/fsm007.pd.mgz,data/input/labels/fsm007.dc.labels.mgz
data/input/intensity/fsm007.intensity.mgz,data/input/t2/fsm007.t2.mgz,data/input/pd/fsm007.pd.mgz,data/input/labels/fsm007.jm.labels.mgz
data/input/intensity/fsm008.intensity.mgz,data/input/t2/fsm008.t2.mgz,data/input/pd/fsm008.pd.mgz,data/input/labels/fsm008.dc.labels.mgz
data/input/intensity/fsm008.intensity.mgz,data/input/t2/fsm008.t2.mgz,data/input/pd/fsm008.pd.mgz,data/input/labels/fsm008.jm.labels.mgz
data/input/intensity/fsm009.intensity.mgz,data/input/t2/fsm009.t2.mgz,data/input/pd/fsm009.pd.mgz,data/input/labels/fsm009.dc.labels.mgz
data/input/intensity/fsm009.intensity.mgz,data/input/t2/fsm009.t2.mgz,data/input/pd/fsm009.pd.mgz,data/input/labels/fsm009.jm.labels.mgz
data/input/intensity/fsm010.intensity.mgz,data/input/t2/fsm010.t2.mgz,data/input/pd/fsm010.pd.mgz,data/input/labels/fsm010.dc.labels.mgz
data/input/intensity/fsm010.intensity.mgz,data/input/t2/fsm010.t2.mgz,data/input/pd/fsm010.pd.mgz,data/input/labels/fsm010.jm.labels.mgz
data/input/intensity/fsm011.intensity.mgz,data/input/t2/fsm011.t2.mgz,data/input/pd/fsm011.pd.mgz,data/input/labels/fsm011.dc.labels.mgz
data/input/intensity/fsm011.intensity.mgz,data/input/t2/fsm011.t2.mgz,data/input/pd/fsm011.pd.mgz,data/input/labels/fsm011.jm.labels.mgz
data/input/intensity/fsm012.intensity.mgz,data/input/t2/fsm012.t2.mgz,data/input/pd/fsm012.pd.mgz,data/input/labels/fsm012.dc.labels.mgz
data/input/intensity/fsm012.intensity.mgz,data/input/t2/fsm012.t2.mgz,data/input/pd/fsm012.pd.mgz,data/input/labels/fsm012.jm.labels.mgz
data/input/intensity/fsm013.intensity.mgz,data/input/t2/fsm013.t2.mgz,data/input/pd/fsm013.pd.mgz,data/input/labels/fsm013.dc.labels.mgz
data/input/intensity/fsm013.intensity.mgz,data/input/t2/fsm013.t2.mgz,data/input/pd/fsm013.pd.mgz,data/input/labels/fsm013.jm.labels.mgz
data/input/intensity/fsm014.intensity.mgz,data/input/t2/fsm014.t2.mgz,data/input/pd/fsm014.pd.mgz,data/input/labels/fsm014.dc.labels.mgz
data/input/intensity/fsm014.intensity.mgz,data/input/t2/fsm014.t2.mgz,data/input/pd/fsm014.pd.mgz,data/input/labels/fsm014.jm.labels.mgz
data/input/intensity/fsm015.intensity.mgz,data/input/t2/fsm015.t2.mgz,data/input/pd/fsm015.pd.mgz,data/input/labels/fsm015.dc.labels.mgz
data/input/intensity/fsm015.intensity.mgz,data/input/t2/fsm015.t2.mgz,data/input/pd/fsm015.pd.mgz,data/input/labels/fsm015.jm.labels.mgz
